"Uniprot_ID","Start_Coverage","End_Coverage"
"Q9UBP6",32,265
"Q9UBP9",1,168
"Q9UBQ0",1,182
"Q9UBQ5",1,218
"Q9UBQ7",1,328
"Q9UBR1",1,384
"Q9UBR2",27,303
"Q9UBS3",26,100
"Q9UBS5",26,98
"Q9UBS5",165,576
"Q9UBS5",879,919
"Q9UBT2",1,640
"Q9UBT3",19,97
"Q9UBT6",1,528
"Q9UBT6",562,577
"Q9UBU3",24,41
"Q9UBU7",210,350
"Q9UBU8",1,132
"Q9UBU8",190,362
"Q9UBU9",53,82
"Q9UBU9",96,619
"Q9UBV7",81,327
"Q9UBW5",11,245
"Q9UBW8",1,218
"Q9UBX0",108,174
"Q9UBX1",271,484
"Q9UBX2",1,155
"Q9UBZ9",44,133
"Q9UBZ9",330,833
"Q9UBZ9",933,1040
"Q9UBZ9",1117,1251
"Q9UDR5",455,926
"Q9UDT6",68,149
"Q9UDT6",219,289
"Q9UDW1",2,63
"Q9UDX3",1,406
"Q9UDX4",1,400
"Q9UDY2",306,385
"Q9UDY8",29,126
"Q9UDY8",128,325
"Q9UDY8",329,728
"Q9UEF7",1,981
"Q9UER7",50,144
"Q9UER7",178,398
"Q9UER7",721,740
"Q9UEU0",1,96
"Q9UFD9",1572,1639
"Q9UG22",1,260
"Q9UGB7",38,285
"Q9UGC6",72,206
"Q9UGI0",1,33
"Q9UGI0",245,697
"Q9UGI8",296,421
"Q9UGJ1",1,667
"Q9UGK3",137,247
"Q9UGL1",26,101
"Q9UGL1",306,772
"Q9UGL1",1487,1544
"Q9UGM1",26,237
"Q9UGM5",1,382
"Q9UGM6",18,360
"Q9UGN4",19,125
"Q9UGN5",1,218
"Q9UGN5",223,583
"Q9UGP5",4,32
"Q9UGP5",34,135
"Q9UGP5",242,575
"Q9UH03",43,330
"Q9UH17",1,382
"Q9UH65",211,312
"Q9UH73",10,250
"Q9UH73",258,351
"Q9UH77",24,276
"Q9UH77",298,587
"Q9UH99",520,717
"Q9UHA4",1,124
"Q9UHA7",1,158
"Q9UHB4",1,161
"Q9UHB6",381,457
"Q9UHB7",2,73
"Q9UHB7",301,351
"Q9UHB7",899,1163
"Q9UHB9",47,254
"Q9UHB9",509,614
"Q9UHC6",35,181
"Q9UHC9",22,284
"Q9UHD0",19,177
"Q9UHD1",1,68
"Q9UHD2",1,729
"Q9UHD4",1,118
"Q9UHD8",293,568
"Q9UHD9",1,119
"Q9UHF0",81,90
"Q9UHF4",29,245
"Q9UHG0",132,226
"Q9UHI6",41,268
"Q9UHI8",253,548
"Q9UHK0",462,495
"Q9UHL0",307,479
"Q9UHL4",27,492
"Q9UHL9",128,203
"Q9UHL9",565,650
"Q9UHL9",704,790
"Q9UHL9",802,877
"Q9UHN1",1,485
"Q9UHP3",1,714
"Q9UHP3",748,1055
"Q9UHP7",71,191
"Q9UHQ4",168,229
"Q9UHR4",339,402
"Q9UHR6",1,46
"Q9UHV5",314,420
"Q9UHV8",1,139
"Q9UHV9",22,124
"Q9UHX1",118,316
"Q9UHX1",443,559
"Q9UHX3",25,260
"Q9UHY7",1,261
"Q9UI09",2,144
"Q9UI10",1,523
"Q9UI17",29,866
"Q9UI30",1,125
"Q9UI32",154,479
"Q9UI32",485,602
"Q9UI36",184,282
"Q9UI42",18,421
"Q9UI43",51,246
"Q9UI95",1,211
"Q9UIB8",22,131
"Q9UIC8",1,334
"Q9UID3",33,49
"Q9UIF7",76,497
"Q9UIF8",1928,1983
"Q9UIF8",2054,2168
"Q9UIF9",543,650
"Q9UIF9",1673,1728
"Q9UIF9",1796,1899
"Q9UIG0",217,226
"Q9UIG0",1185,1235
"Q9UIH9",346,380
"Q9UII6",1,198
"Q9UIJ7",1,227
"Q9UIK4",11,330
"Q9UIL1",78,159
"Q9UIQ6",92,107
"Q9UIQ6",111,111
"Q9UIQ6",155,1025
"Q9UIS9",1,77
"Q9UIS9",167,222
"Q9UIS9",330,388
"Q9UIV1",1,285
"Q9UIY3",1,141
"Q9UJ37",1,374
"Q9UJ41",1,74
"Q9UJ41",131,455
"Q9UJ70",1,344
"Q9UJ71",68,328
"Q9UJ78",229,277
"Q9UJA5",1,497
"Q9UJA9",25,430
"Q9UJC5",1,98
"Q9UJJ7",1,261
"Q9UJM3",315,399
"Q9UJM8",1,370
"Q9UJQ4",1,12
"Q9UJS0",2,320
"Q9UJS0",339,675
"Q9UJU6",1,133
"Q9UJV3",182,252
"Q9UJV3",394,537
"Q9UJV9",153,399
"Q9UJV9",402,569
"Q9UJW3",1,386
"Q9UJX2",1,597
"Q9UJX3",1,599
"Q9UJX4",1,755
"Q9UJX5",1,808
"Q9UJX6",1,822
"Q9UJY4",25,172
"Q9UJY5",1,326
"Q9UJY5",351,364
"Q9UJY5",376,388
"Q9UJY5",494,639
"Q9UK05",320,429
"Q9UK17",6,145
"Q9UK32",48,349
"Q9UK39",120,431
"Q9UK45",1,103
"Q9UK53",345,404
"Q9UK55",22,444
"Q9UK80",196,565
"Q9UK99",278,407
"Q9UKA1",1,161
"Q9UKA9",51,138
"Q9UKA9",325,531
"Q9UKB3",1,99
"Q9UKC9",1,423
"Q9UKE5",1,325
"Q9UKF6",1,459
"Q9UKG1",1,385
"Q9UKG1",492,646
"Q9UKJ0",32,150
"Q9UKJ1",32,150
"Q9UKK6",1,140
"Q9UKK9",1,219
"Q9UKL0",4,485
"Q9UKL3",51,137
"Q9UKL3",1916,1982
"Q9UKL4",276,292
"Q9UKL6",1,214
"Q9UKM7",172,699
"Q9UKM9",1,97
"Q9UKN5",366,540
"Q9UKP6",153,166
"Q9UKT4",1,447
"Q9UKT5",55,387
"Q9UKT7",1,428
"Q9UKU7",24,415
"Q9UKV3",1008,1100
"Q9UKV5",313,393
"Q9UKV5",452,504
"Q9UKV5",574,601
"Q9UKV5",622,640
"Q9UKV8",1,859
"Q9UKW4",1,130
"Q9UKW6",172,265
"Q9UKX7",1,109
"Q9UKX7",350,468
"Q9UKY0",24,152
"Q9UKY1",60,153
"Q9UKY1",462,532
"Q9UKY1",565,640
"Q9UKY1",655,731
"Q9UL01",23,775
"Q9UL15",275,447
"Q9UL18",1,857
"Q9UL19",1,125
"Q9UL25",16,183
"Q9UL40",168,227
"Q9UL51",470,672
"Q9UL52",192,423
"Q9ULA0",1,468
"Q9ULB1",1468,1477
"Q9ULC4",1,181
"Q9ULC6",1,663
"Q9ULD4",1056,1195
"Q9ULG1",267,1556
"Q9ULH1",323,423
"Q9ULH1",823,837
"Q9ULH1",1067,1129
"Q9ULI0",952,1086
"Q9ULI3",1356,1381
"Q9ULJ3",713,806
"Q9ULJ6",1,118
"Q9ULJ8",500,593
"Q9ULK4",1,1368
"Q9ULL8",6,92
"Q9ULM3",201,332
"Q9ULR0",1,285
"Q9ULT8",1266,1341
"Q9ULT8",1879,1966
"Q9ULU4",73,406
"Q9ULU4",949,1073
"Q9ULU8",522,634
"Q9ULV0",1453,1848
"Q9ULV1",32,161
"Q9ULV1",178,419
"Q9ULV1",428,517
"Q9ULV5",17,121
"Q9ULV8",1,323
"Q9ULW0",1,747
"Q9ULW5",56,233
"Q9ULW8",1,664
"Q9ULX3",1,412
"Q9ULX7",16,290
"Q9ULY5",74,219
"Q9ULZ2",16,151
"Q9ULZ2",167,285
"Q9ULZ3",1,195
"Q9UM07",1,663
"Q9UM11",1,496
"Q9UM13",1,185
"Q9UM22",38,224
"Q9UM47",1378,1640
"Q9UM54",998,1131
"Q9UM54",1166,1294
"Q9UM73",1058,1411
"Q9UM73",1571,1589
"Q9UM82",7,219
"Q9UM82",334,341
"Q9UMF0",32,409
"Q9UMN6",955,1020
"Q9UMN6",2504,2517
"Q9UMR2",1,479
"Q9UMR5",1,302
"Q9UMR7",106,237
"Q9UMS0",59,155
"Q9UMS0",162,247
"Q9UMS4",1,504
"Q9UMX0",34,112
"Q9UMX0",541,586
"Q9UMX1",1,484
"Q9UMX3",21,177
"Q9UMY4",27,159
"Q9UMZ2",279,388
"Q9UMZ3",2015,2293
"Q9UN19",148,273
"Q9UN36",38,318
"Q9UN37",1,84
"Q9UN81",53,330
"Q9UN86",1,139
"Q9UNA0",262,628
"Q9UNA1",756,814
"Q9UNA4",1,445
"Q9UNA4",516,555
"Q9UNA4",699,740
"Q9UNE7",21,154
"Q9UNF0",1,486
"Q9UNG2",72,199
"Q9UNH6",25,154
"Q9UNI6",27,193
"Q9UNL4",2,105
"Q9UNL4",187,249
"Q9UNM6",1,376
"Q9UNN5",5,47
"Q9UNN5",99,191
"Q9UNN5",325,495
"Q9UNN5",568,650
"Q9UNN8",18,210
"Q9UNP9",1,301
"Q9UNQ0",1,655
"Q9UNQ2",31,313
"Q9UNS1",1,238
"Q9UNS1",331,463
"Q9UNS1",1000,1098
"Q9UNS2",1,423
"Q9UNW9",406,491
"Q9UNZ2",171,270
"Q9UP95",1,1085
"Q9UPN3",74,421
"Q9UPN3",7024,7108
"Q9UPN3",7113,7193
"Q9UPN6",1,137
"Q9UPN9",882,1090
"Q9UPP1",37,483
"Q9UPQ7",245,339
"Q9UPQ7",405,515
"Q9UPR3",853,1016
"Q9UPS6",1741,1755
"Q9UPT6",433,486
"Q9UPT8",417,501
"Q9UPV7",123,198
"Q9UPW6",350,437
"Q9UPW6",473,560
"Q9UPW6",615,672
"Q9UPY3",1,1922
"Q9UPY8",1,281
"Q9UQ16",1,764
"Q9UQ26",637,754
"Q9UQ26",807,934
"Q9UQ35",1,2752
"Q9UQ80",1,394
"Q9UQ84",1,352
"Q9UQ90",305,565
"Q9UQB8",1,250
"Q9UQB8",260,291
"Q9UQB8",333,373
"Q9UQB8",375,436
"Q9UQB9",36,305
"Q9UQC2",207,212
"Q9UQC2",350,358
"Q9UQC2",387,397
"Q9UQC2",508,522
"Q9UQF0",342,435
"Q9UQF2",157,167
"Q9UQF2",701,711
"Q9UQL6",1078,1095
"Q9UQM7",1,302
"Q9UQM7",345,475
"Q9UQN3",195,213
"Q9UQQ1",28,740
"Q9UQR0",1,243
"Q9UQR0",354,468
"Q9UQV4",222,381
"Q9Y210",1,931
"Q9Y215",53,67
"Q9Y217",1,507
"Q9Y219",27,348
"Q9Y221",1,180
"Q9Y222",220,274
"Q9Y223",1,720
"Q9Y225",68,128
"Q9Y230",1,463
"Q9Y232",62,119
"Q9Y232",338,598
"Q9Y233",246,427
"Q9Y233",432,779
"Q9Y235",41,224
"Q9Y237",28,131
"Q9Y239",2,138
"Q9Y241",1,93
"Q9Y243",1,118
"Q9Y248",1,185
"Q9Y251",36,543
"Q9Y253",1,435
"Q9Y253",524,539
"Q9Y253",628,665
"Q9Y255",1,173
"Q9Y258",24,94
"Q9Y259",14,395
"Q9Y261",157,258
"Q9Y262",1,564
"Q9Y263",386,465
"Q9Y263",511,569
"Q9Y263",571,795
"Q9Y265",1,456
"Q9Y266",158,274
"Q9Y271",1,311
"Q9Y275",82,285
"Q9Y279",19,232
"Q9Y285",1,508
"Q9Y286",18,150
"Q9Y291",1,106
"Q9Y294",1,175
"Q9Y295",288,367
"Q9Y296",1,219
"Q9Y297",128,605
"Q9Y2A7",1,1128
"Q9Y2C4",42,368
"Q9Y2C9",640,796
"Q9Y2G1",332,578
"Q9Y2G2",345,431
"Q9Y2G5",22,429
"Q9Y2H1",25,87
"Q9Y2H2",593,760
"Q9Y2H5",46,160
"Q9Y2H6",256,465
"Q9Y2H6",467,757
"Q9Y2H6",759,851
"Q9Y2H9",187,287
"Q9Y2H9",965,1057
"Q9Y2I1",18,124
"Q9Y2I2",1,520
"Q9Y2J2",107,390
"Q9Y2J8",1,665
"Q9Y2K5",147,257
"Q9Y2K6",1,99
"Q9Y2K7",1,517
"Q9Y2K7",567,681
"Q9Y2K7",888,932
"Q9Y2L1",1,958
"Q9Y2L8",341,457
"Q9Y2L8",544,576
"Q9Y2L8",628,688
"Q9Y2L8",768,828
"Q9Y2M0",364,1017
"Q9Y2M5",303,605
"Q9Y2N7",237,347
"Q9Y2Q3",1,226
"Q9Y2Q5",1,125
"Q9Y2Q9",1,187
"Q9Y2R2",1,310
"Q9Y2R4",139,381
"Q9Y2R5",1,130
"Q9Y2R9",1,242
"Q9Y2S2",6,316
"Q9Y2T3",1,454
"Q9Y2U5",26,132
"Q9Y2U5",250,265
"Q9Y2U8",653,890
"Q9Y2U9",1,362
"Q9Y2V2",1,147
"Q9Y2W6",305,525
"Q9Y2W7",161,256
"Q9Y2Y0",1,163
"Q9Y2Y4",1,117
"Q9Y2Z0",167,276
"Q9Y2Z4",32,375
"Q9Y316",5,297
"Q9Y320",137,260
"Q9Y333",1,95
"Q9Y337",67,293
"Q9Y343",1,107
"Q9Y376",1,341
"Q9Y388",1,322
"Q9Y399",1,296
"Q9Y3A3",53,210
"Q9Y3A5",1,250
"Q9Y3B1",1,194
"Q9Y3B2",1,195
"Q9Y3B4",1,125
"Q9Y3B7",1,192
"Q9Y3B8",33,237
"Q9Y3C4",1,175
"Q9Y3C6",1,166
"Q9Y3C8",1,167
"Q9Y3D3",1,137
"Q9Y3D5",1,142
"Q9Y3D6",1,145
"Q9Y3D8",1,172
"Q9Y3D9",1,190
"Q9Y3E1",1,99
"Q9Y3E2",21,137
"Q9Y3E5",63,179
"Q9Y3E7",1,222
"Q9Y3I1",180,335
"Q9Y3L3",616,625
"Q9Y3M2",12,29
"Q9Y3M8",56,120
"Q9Y3M8",903,1113
"Q9Y3P9",536,849
"Q9Y3Q0",36,740
"Q9Y3Q4",201,739
"Q9Y3R0",148,239
"Q9Y3R4",1,380
"Q9Y3S1",454,549
"Q9Y3U8",1,105
"Q9Y3V2",1,121
"Q9Y3Y4",333,402
"Q9Y3Z3",23,626
"Q9Y421",53,112
"Q9Y450",1,684
"Q9Y466",182,383
"Q9Y468",259,598
"Q9Y478",1,270
"Q9Y483",43,358
"Q9Y490",1,2541
"Q9Y4B6",1039,1401
"Q9Y4B6",1418,1507
"Q9Y4C8",291,368
"Q9Y4D1",594,1078
"Q9Y4D7",1553,1678
"Q9Y4E5",2,56
"Q9Y4E8",1,223
"Q9Y4E8",275,468
"Q9Y4E8",786,951
"Q9Y4F1",539,1035
"Q9Y4F3",352,500
"Q9Y4F3",510,592
"Q9Y4F3",789,871
"Q9Y4G2",627,642
"Q9Y4H2",1097,1105
"Q9Y4I1",1275,1297
"Q9Y4I1",1448,1855
"Q9Y4J8",237,292
"Q9Y4K0",318,774
"Q9Y4K1",1022,1117
"Q9Y4K1",1416,1495
"Q9Y4K3",50,211
"Q9Y4K3",346,504
"Q9Y4P1",1,393
"Q9Y4P9",1,120
"Q9Y4R8",489,498
"Q9Y4U1",1,282
"Q9Y4W6",164,251
"Q9Y4W6",272,797
"Q9Y4X3",25,112
"Q9Y4X5",1,557
"Q9Y4Y9",1,91
"Q9Y4Z0",1,139
"Q9Y530",2,152
"Q9Y547",1,144
"Q9Y566",554,613
"Q9Y570",39,386
"Q9Y572",448,462
"Q9Y580",1,94
"Q9Y5A7",75,161
"Q9Y5A9",383,553
"Q9Y5B0",582,600
"Q9Y5B0",879,961
"Q9Y5B9",1,437
"Q9Y5B9",644,930
"Q9Y5C1",242,460
"Q9Y5G1",31,444
"Q9Y5J3",111,167
"Q9Y5J7",1,89
"Q9Y5K2",1,254
"Q9Y5K5",1,329
"Q9Y5K6",1,62
"Q9Y5K6",109,168
"Q9Y5K6",475,507
"Q9Y5L0",1,923
"Q9Y5N5",1,214
"Q9Y5N6",94,187
"Q9Y5P4",20,122
"Q9Y5P4",347,624
"Q9Y5P8",120,490
"Q9Y5Q6",23,46
"Q9Y5Q6",115,135
"Q9Y5R6",70,131
"Q9Y5S1",69,319
"Q9Y5S2",1,417
"Q9Y5S9",1,174
"Q9Y5T5",22,143
"Q9Y5W5",32,346
"Q9Y5W7",558,702
"Q9Y5W9",7,170
"Q9Y5X0",1,201
"Q9Y5X1",152,182
"Q9Y5X1",204,595
"Q9Y5X3",20,180
"Q9Y5X3",257,265
"Q9Y5X4",217,410
"Q9Y5Y4",1,339
"Q9Y5Y6",604,855
"Q9Y5Z0",75,460
"Q9Y5Z4",1,205
"Q9Y600",1,493
"Q9Y606",79,408
"Q9Y613",1,339
"Q9Y615",1,65
"Q9Y616",1,119
"Q9Y617",17,370
"Q9Y618",167,207
"Q9Y618",389,480
"Q9Y618",615,685
"Q9Y618",1101,1113
"Q9Y618",1350,1363
"Q9Y618",1414,1430
"Q9Y618",1448,1459
"Q9Y618",2335,2356
"Q9Y618",2507,2514
"Q9Y624",27,233
"Q9Y624",288,299
"Q9Y639",146,398
"Q9Y657",26,262
"Q9Y663",139,406
"Q9Y676",1,258
"Q9Y678",608,874
"Q9Y679",292,345
"Q9Y689",1,179
"Q9Y691",1,45
"Q9Y692",89,182
"Q9Y696",1,253
"Q9Y697",55,457
"Q9Y698",2,208
"Q9Y6A2",51,500
"Q9Y6A5",518,567
"Q9Y6A5",758,838
"Q9Y6B7",610,739
"Q9Y6C2",867,1016
"Q9Y6D0",85,91
"Q9Y6D5",635,836
"Q9Y6D6",1,229
"Q9Y6D6",691,889
"Q9Y6D9",485,584
"Q9Y6D9",597,718
"Q9Y6E0",10,323
"Q9Y6F1",41,157
"Q9Y6F1",178,532
"Q9Y6F7",282,541
"Q9Y6F8",2,63
"Q9Y6F8",281,531
"Q9Y6G1",1,99
"Q9Y6G3",1,142
"Q9Y6G9",433,458
"Q9Y6H5",512,557
"Q9Y6H6",1,103
"Q9Y6I3",1,144
"Q9Y6I3",366,370
"Q9Y6J0",2156,2190
"Q9Y6J6",1,123
"Q9Y6K1",40,53
"Q9Y6K1",275,427
"Q9Y6K1",455,912
"Q9Y6K5",1,371
"Q9Y6K8",365,562
"Q9Y6K9",38,129
"Q9Y6K9",150,344
"Q9Y6K9",392,419
"Q9Y6M1",2,81
"Q9Y6M1",426,588
"Q9Y6M4",33,362
"Q9Y6M9",8,179
"Q9Y6N5",42,450
"Q9Y6N7",58,447
"Q9Y6N7",454,564
"Q9Y6N7",660,897
"Q9Y6N9",1,194
"Q9Y6N9",201,301
"Q9Y6N9",428,552
"Q9Y6Q6",342,349
"Q9Y6Q9",618,629
"Q9Y6Q9",735,746
"Q9Y6Q9",1045,1091
"Q9Y6R0",60,204
"Q9Y6R1",77,1079
"Q9Y6U3",6,715
"Q9Y6V0",4489,4592
"Q9Y6W3",684,813
"Q9Y6W5",433,464
"Q9Y6W6",139,288
"Q9Y6W6",315,482
"Q9Y6X2",112,467
"Q9Y6X5",16,407
"Q9Y6X8",444,501
"Q9Y6X8",524,599
"Q9Y6X9",1,603
"Q9Y6Y0",1,137
"Q9Y6Y0",321,642
"Q9Y6Y1",872,953
"Q9Y6Y9",17,160
