"Uniprot_ID","Start_Coverage_IDR","End_Coverage_IDR","Sequence_Length","N_Terminal_Status","C_Terminal_Status","Non_Tail_Status","FD_IDR_terminal_dist","Start_Coverage_FD","End_Coverage_FD","IDR_Length","FD_Length"
"Q8IXH7",1,46,590,1,0,0,-36,10,590,45,580
"Q96A54",1,61,375,1,0,0,28,89,375,60,286
"Q9Y5Y4",328,367,395,0,0,1,NA,NA,NA,39,NA
"Q9NR12",81,279,457,0,0,1,NA,NA,NA,198,NA
"O60524",413,458,1076,0,0,1,NA,NA,NA,45,NA
"O60524",684,986,1076,0,0,1,NA,NA,NA,302,NA
"O14745",112,195,358,0,0,1,NA,NA,NA,83,NA
"O14745",248,358,358,0,1,0,-110,150,358,110,208
"Q9NQV7",1,24,894,1,0,0,171,195,415,23,220
"Q9NQV7",83,194,894,0,0,1,NA,NA,NA,111,NA
"Q9NQV7",227,247,894,0,0,1,NA,NA,NA,20,NA
"Q9NQV7",405,511,894,0,0,1,NA,NA,NA,106,NA
"P50542",28,54,639,0,0,1,NA,NA,NA,26,NA
"P50542",321,341,639,0,0,1,NA,NA,NA,20,NA
"P20929",25,75,6669,0,0,1,NA,NA,NA,50,NA
"P20929",102,125,6669,0,0,1,NA,NA,NA,23,NA
"P20929",5202,5223,6669,0,0,1,NA,NA,NA,21,NA
"P20929",5737,5778,6669,0,0,1,NA,NA,NA,41,NA
"P20929",5793,5817,6669,0,0,1,NA,NA,NA,24,NA
"P20929",5907,5941,6669,0,0,1,NA,NA,NA,34,NA
"P20929",5975,6002,6669,0,0,1,NA,NA,NA,27,NA
"P20929",6160,6179,6669,0,0,1,NA,NA,NA,19,NA
"P20929",6212,6396,6669,0,0,1,NA,NA,NA,184,NA
"P20929",6483,6567,6669,0,0,1,NA,NA,NA,84,NA
"P20929",6581,6610,6669,0,0,1,NA,NA,NA,29,NA
"P37198",1,39,522,1,0,0,-38,1,522,38,521
"P37198",153,218,522,0,0,1,NA,NA,NA,65,NA
"P37198",230,291,522,0,0,1,NA,NA,NA,61,NA
"P37198",303,324,522,0,0,1,NA,NA,NA,21,NA
"P35462",226,245,400,0,0,1,NA,NA,NA,19,NA
"P35462",263,289,400,0,0,1,NA,NA,NA,26,NA
"Q9HB96",169,274,536,0,0,1,NA,NA,NA,105,NA
"P43220",431,463,463,0,1,0,-32,21,463,32,442
"Q6E0U4",19,40,476,0,0,1,NA,NA,NA,21,NA
"Q6E0U4",129,357,476,0,0,1,NA,NA,NA,228,NA
"P02671",218,496,866,0,0,1,NA,NA,NA,278,NA
"P02671",538,649,866,0,0,1,NA,NA,NA,111,NA
"D6RGH6",34,71,385,0,0,1,NA,NA,NA,37,NA
"D6RGH6",85,117,385,0,0,1,NA,NA,NA,32,NA
"D6RGH6",153,180,385,0,0,1,NA,NA,NA,27,NA
"D6RGH6",293,322,385,0,0,1,NA,NA,NA,29,NA
"Q15418",1,38,735,1,0,0,-5,33,353,37,320
"Q15418",705,735,735,0,1,0,-30,404,735,30,331
"P68431",1,49,136,1,0,0,-48,1,136,48,135
"Q12866",31,83,999,0,0,1,NA,NA,NA,52,NA
"P84243",1,49,136,1,0,0,-48,1,136,48,135
"O94953",337,526,1096,0,0,1,NA,NA,NA,189,NA
"O94953",556,653,1096,0,0,1,NA,NA,NA,97,NA
"O94953",707,748,1096,0,0,1,NA,NA,NA,41,NA
"O94953",1033,1076,1096,0,0,1,NA,NA,NA,43,NA
"P41229",178,311,1560,0,0,1,NA,NA,NA,133,NA
"P41229",1158,1184,1560,0,0,1,NA,NA,NA,26,NA
"P41229",1314,1375,1560,0,0,1,NA,NA,NA,61,NA
"P41229",1439,1560,1560,0,1,0,667,384,772,121,388
"Q96D42",143,271,364,0,0,1,NA,NA,NA,128,NA
"Q9HAP6",186,207,207,0,1,0,14,93,172,21,79
"P49137",1,48,400,1,0,0,-47,1,400,47,399
"Q4G0J3",1,32,582,1,0,0,-31,1,208,31,207
"Q4G0J3",186,376,582,0,0,1,NA,NA,NA,190,NA
"Q4G0J3",404,445,582,0,0,1,NA,NA,NA,41,NA
"P32019",221,304,993,0,0,1,NA,NA,NA,83,NA
"Q9H4Y5",1,21,243,1,0,0,-20,1,239,20,238
"Q9NYL2",584,800,800,0,1,0,275,5,309,216,304
"Q8NFA2",221,242,376,0,0,1,NA,NA,NA,21,NA
"Q8NFA2",300,376,376,0,1,0,151,1,149,76,148
"Q9NZJ9",43,62,180,0,0,1,NA,NA,NA,19,NA
"O60551",1,93,498,1,0,0,19,112,498,92,386
"Q14919",85,205,205,0,1,0,8,1,77,120,76
"O75475",56,351,530,0,0,1,NA,NA,NA,295,NA
"O75475",441,530,530,0,1,0,-89,1,530,89,529
"Q9BWU0",1,167,796,1,0,0,-18,149,276,166,127
"Q9BWU0",304,351,796,0,0,1,NA,NA,NA,47,NA
"Q9BWU0",522,552,796,0,0,1,NA,NA,NA,30,NA
"Q9BWU0",582,796,796,0,1,0,306,149,276,214,127
"Q9BY84",299,371,665,0,0,1,NA,NA,NA,72,NA
"Q9BY84",431,510,665,0,0,1,NA,NA,NA,79,NA
"Q9BY84",595,665,665,0,1,0,294,156,301,70,145
"Q9H4M9",514,534,534,0,1,0,-20,401,534,20,133
"Q9GZT9",46,187,426,0,0,1,NA,NA,NA,141,NA
"P22087",1,90,321,1,0,0,-7,83,315,89,232
"Q14183",31,56,400,0,0,1,NA,NA,NA,25,NA
"O75417",1,46,2590,1,0,0,-45,1,894,45,893
"O75417",994,1061,2590,0,0,1,NA,NA,NA,67,NA
"O75417",1587,1627,2590,0,0,1,NA,NA,NA,40,NA
"O75417",1709,1804,2590,0,0,1,NA,NA,NA,95,NA
"O75417",2147,2173,2590,0,0,1,NA,NA,NA,26,NA
"P23945",660,679,695,0,0,1,NA,NA,NA,19,NA
"P54652",611,639,639,0,1,0,-28,2,639,28,637
"Q01524",20,43,100,0,0,1,NA,NA,NA,23,NA
"Q9NZ52",1,24,723,1,0,0,-23,1,166,23,165
"Q9NZ52",145,171,723,0,0,1,NA,NA,NA,26,NA
"Q9NZ52",337,385,723,0,0,1,NA,NA,NA,48,NA
"Q9NZ52",399,481,723,0,0,1,NA,NA,NA,82,NA
"Q9NZ52",530,580,723,0,0,1,NA,NA,NA,50,NA
"Q07864",1,31,2286,1,0,0,2111,2142,2286,30,144
"Q07864",1197,1217,2286,0,0,1,NA,NA,NA,20,NA
"Q07864",1936,1972,2286,0,0,1,NA,NA,NA,36,NA
"Q07864",2015,2037,2286,0,0,1,NA,NA,NA,22,NA
"Q9UK99",416,471,471,0,1,0,9,278,407,55,129
"P05155",18,45,500,0,0,1,NA,NA,NA,27,NA
"P05155",61,124,500,0,0,1,NA,NA,NA,63,NA
"Q96CX2",1,32,325,1,0,0,168,200,325,31,125
"Q96CX2",126,208,325,0,0,1,NA,NA,NA,82,NA
"O60814",1,37,126,1,0,0,-36,1,126,36,125
"P51812",1,41,740,1,0,0,-2,39,366,40,327
"P51812",342,376,740,0,0,1,NA,NA,NA,34,NA
"Q8IWT6",179,205,810,0,0,1,NA,NA,NA,26,NA
"Q8N423",165,191,598,0,0,1,NA,NA,NA,26,NA
"Q8N423",404,456,598,0,0,1,NA,NA,NA,52,NA
"Q8N423",488,598,598,0,1,0,69,24,419,110,395
"Q13237",1,28,762,1,0,0,109,137,418,27,281
"Q13237",107,139,762,0,0,1,NA,NA,NA,32,NA
"Q13237",736,762,762,0,1,0,318,137,418,26,281
"P16144",1087,1153,1822,0,0,1,NA,NA,NA,66,NA
"P16144",1353,1373,1822,0,0,1,NA,NA,NA,20,NA
"P16144",1391,1458,1822,0,0,1,NA,NA,NA,67,NA
"P16144",1493,1529,1822,0,0,1,NA,NA,NA,36,NA
"P16144",1686,1705,1822,0,0,1,NA,NA,NA,19,NA
"P16144",1717,1749,1822,0,0,1,NA,NA,NA,32,NA
"Q96NI6",383,418,719,0,0,1,NA,NA,NA,35,NA
"Q96NI6",609,719,719,0,1,0,230,18,379,110,361
"Q15648",538,572,1581,0,0,1,NA,NA,NA,34,NA
"Q15648",606,927,1581,0,0,1,NA,NA,NA,321,NA
"Q15648",940,1581,1581,0,1,0,285,632,655,641,23
"P01857",1,22,330,1,0,0,-21,1,330,21,329
"P01857",217,238,330,0,0,1,NA,NA,NA,21,NA
"O14686",1,64,5537,1,0,0,1439,1503,1562,63,59
"O14686",96,126,5537,0,0,1,NA,NA,NA,30,NA
"O14686",366,1362,5537,0,0,1,NA,NA,NA,996,NA
"O14686",1603,1770,5537,0,0,1,NA,NA,NA,167,NA
"O14686",1785,2005,5537,0,0,1,NA,NA,NA,220,NA
"O14686",2058,3004,5537,0,0,1,NA,NA,NA,946,NA
"O14686",3077,3241,5537,0,0,1,NA,NA,NA,164,NA
"O14686",3255,3396,5537,0,0,1,NA,NA,NA,141,NA
"O14686",3455,3504,5537,0,0,1,NA,NA,NA,49,NA
"O14686",3535,4194,5537,0,0,1,NA,NA,NA,659,NA
"O14686",4208,4455,5537,0,0,1,NA,NA,NA,247,NA
"O14686",4497,4546,5537,0,0,1,NA,NA,NA,49,NA
"O14686",4587,4733,5537,0,0,1,NA,NA,NA,146,NA
"O14686",4819,4860,5537,0,0,1,NA,NA,NA,41,NA
"O14686",4874,4981,5537,0,0,1,NA,NA,NA,107,NA
"Q9BYI3",312,416,521,0,0,1,NA,NA,NA,104,NA
"Q9BYI3",497,521,521,0,1,0,189,2,308,24,306
"Q16584",1,39,847,1,0,0,2,41,108,38,67
"Q16584",469,491,847,0,0,1,NA,NA,NA,22,NA
"Q16584",509,847,847,0,1,0,401,41,108,338,67
"P06213",681,711,1382,0,0,1,NA,NA,NA,30,NA
"P06213",742,799,1382,0,0,1,NA,NA,NA,57,NA
"P06213",1305,1382,1382,0,1,0,-77,28,1382,77,1354
"P07948",1,63,512,1,0,0,-3,60,125,62,65
"P13727",22,80,222,0,0,1,NA,NA,NA,58,NA
"P41279",368,401,467,0,0,1,NA,NA,NA,33,NA
"P41279",415,437,467,0,0,1,NA,NA,NA,22,NA
"Q92692",84,117,538,0,0,1,NA,NA,NA,33,NA
"Q92692",386,510,538,0,0,1,NA,NA,NA,124,NA
"Q9UQ80",355,394,394,0,1,0,-39,1,394,39,393
"O95544",28,75,446,0,0,1,NA,NA,NA,47,NA
"Q14995",1,92,579,1,0,0,289,381,579,91,198
"Q14995",199,300,579,0,0,1,NA,NA,NA,101,NA
"Q96HR8",1,173,494,1,0,0,8,181,276,172,95
"Q96HR8",293,494,494,0,1,0,17,181,276,201,95
"O95631",188,211,604,0,0,1,NA,NA,NA,23,NA
"P18615",26,265,380,0,0,1,NA,NA,NA,239,NA
"Q96HC4",83,415,596,0,0,1,NA,NA,NA,332,NA
"P48039",1,20,350,1,0,0,-8,12,218,19,206
"P35998",1,23,433,1,0,0,-22,1,433,22,432
"P13591",332,362,858,0,0,1,NA,NA,NA,30,NA
"P13591",510,530,858,0,0,1,NA,NA,NA,20,NA
"P13591",602,623,858,0,0,1,NA,NA,NA,21,NA
"P13591",761,858,858,0,1,0,57,414,704,97,290
"P27986",78,112,724,0,0,1,NA,NA,NA,34,NA
"P27986",302,324,724,0,0,1,NA,NA,NA,22,NA
"P27986",608,630,724,0,0,1,NA,NA,NA,22,NA
"P53041",1,28,499,1,0,0,-12,16,499,27,483
"P53041",371,400,499,0,0,1,NA,NA,NA,29,NA
"O00443",1,63,1686,1,0,0,1342,1405,1544,62,139
"O00443",348,371,1686,0,0,1,NA,NA,NA,23,NA
"O00443",617,640,1686,0,0,1,NA,NA,NA,23,NA
"O00443",768,789,1686,0,0,1,NA,NA,NA,21,NA
"Q8N807",523,584,584,0,1,0,-61,21,584,61,563
"Q16778",1,37,126,1,0,0,-36,1,126,36,125
"Q9Y3Q4",1,197,1203,1,0,0,4,201,739,196,538
"Q9Y3Q4",802,1203,1203,0,1,0,63,201,739,401,538
"P0C5Z0",1,23,115,1,0,0,-21,2,115,22,113
"Q9BTM1",1,28,129,1,0,0,-27,1,129,27,128
"Q7L2J0",1,174,689,1,0,0,226,400,689,173,289
"Q7L2J0",206,410,689,0,0,1,NA,NA,NA,204,NA
"Q7L2J0",497,519,689,0,0,1,NA,NA,NA,22,NA
"Q12756",595,616,1690,0,0,1,NA,NA,NA,21,NA
"Q12756",759,778,1690,0,0,1,NA,NA,NA,19,NA
"Q12756",924,965,1690,0,0,1,NA,NA,NA,41,NA
"Q12756",1402,1448,1690,0,0,1,NA,NA,NA,46,NA
"Q12756",1494,1562,1690,0,0,1,NA,NA,NA,68,NA
"P15814",1,21,213,1,0,0,38,59,82,20,23
"P15814",42,63,213,0,0,1,NA,NA,NA,21,NA
"Q9UQV4",106,222,416,0,0,1,NA,NA,NA,116,NA
"P0DMV8",608,641,641,0,1,0,-33,381,641,33,260
"Q6EKJ0",189,224,949,0,0,1,NA,NA,NA,35,NA
"Q6EKJ0",242,302,949,0,0,1,NA,NA,NA,60,NA
"P43357",1,102,314,1,0,0,2,104,314,101,210
"P17252",307,331,672,0,0,1,NA,NA,NA,24,NA
"Q14676",1,25,2089,1,0,0,-6,19,138,24,119
"Q14676",146,469,2089,0,0,1,NA,NA,NA,323,NA
"Q14676",481,522,2089,0,0,1,NA,NA,NA,41,NA
"Q14676",620,741,2089,0,0,1,NA,NA,NA,121,NA
"Q14676",758,1892,2089,0,0,1,NA,NA,NA,1134,NA
"P10644",63,97,381,0,0,1,NA,NA,NA,34,NA
"Q9NQT8",545,585,1826,0,0,1,NA,NA,NA,40,NA
"Q9NQT8",605,625,1826,0,0,1,NA,NA,NA,20,NA
"Q9NQT8",643,664,1826,0,0,1,NA,NA,NA,21,NA
"Q9NQT8",1367,1446,1826,0,0,1,NA,NA,NA,79,NA
"Q9NQT8",1469,1499,1826,0,0,1,NA,NA,NA,30,NA
"Q9NQT8",1529,1701,1826,0,0,1,NA,NA,NA,172,NA
"Q9NQT8",1769,1826,1826,0,1,0,-2,1685,1771,57,86
"Q9UIH9",35,57,416,0,0,1,NA,NA,NA,22,NA
"Q9UIH9",121,243,416,0,0,1,NA,NA,NA,122,NA
"O43719",1,56,755,1,0,0,200,256,354,55,98
"O43719",75,125,755,0,0,1,NA,NA,NA,50,NA
"O43719",235,260,755,0,0,1,NA,NA,NA,25,NA
"O43719",370,755,755,0,1,0,16,256,354,385,98
"Q9H1B7",61,80,796,0,0,1,NA,NA,NA,19,NA
"Q9H1B7",88,357,796,0,0,1,NA,NA,NA,269,NA
"Q9H1B7",512,706,796,0,0,1,NA,NA,NA,194,NA
"Q12918",10,29,225,0,0,1,NA,NA,NA,19,NA
"Q02747",42,63,115,0,0,1,NA,NA,NA,21,NA
"Q96E93",12,34,195,0,0,1,NA,NA,NA,22,NA
"Q12852",25,74,859,0,0,1,NA,NA,NA,49,NA
"Q12852",466,859,859,0,1,0,64,115,402,393,287
"Q15599",90,191,337,0,0,1,NA,NA,NA,101,NA
"Q15599",229,337,337,0,1,0,-1,147,230,108,83
"Q8N0W4",77,99,816,0,0,1,NA,NA,NA,22,NA
"Q8N0W4",610,665,816,0,0,1,NA,NA,NA,55,NA
"Q8N0W4",702,721,816,0,0,1,NA,NA,NA,19,NA
"Q8N0W4",790,816,816,0,1,0,171,41,619,26,578
"Q9NQU5",1,36,681,1,0,0,-25,11,45,35,34
"Q9NQU5",98,372,681,0,0,1,NA,NA,NA,274,NA
"Q5VVQ6",1,40,348,1,0,0,92,132,314,39,182
"O95057",176,198,198,0,1,0,-22,1,198,22,197
"Q92913",1,39,245,1,0,0,14,53,245,38,192
"Q92913",212,245,245,0,1,0,-33,53,245,33,192
"Q6PD62",862,1173,1173,0,1,0,-311,301,1173,311,872
"Q8NI22",26,48,146,0,0,1,NA,NA,NA,22,NA
"Q8IU85",326,345,385,0,0,1,NA,NA,NA,19,NA
"Q8IU85",357,385,385,0,1,0,-28,1,385,28,384
"Q92794",66,95,2004,0,0,1,NA,NA,NA,29,NA
"Q92794",321,383,2004,0,0,1,NA,NA,NA,62,NA
"Q92794",438,466,2004,0,0,1,NA,NA,NA,28,NA
"Q92794",781,1746,2004,0,0,1,NA,NA,NA,965,NA
"Q92794",1794,1821,2004,0,0,1,NA,NA,NA,27,NA
"Q92794",1858,1882,2004,0,0,1,NA,NA,NA,24,NA
"Q92794",1960,2004,2004,0,1,0,1176,497,784,44,287
"Q6VMQ6",1,22,1270,1,0,0,916,938,981,21,43
"Q6VMQ6",43,573,1270,0,0,1,NA,NA,NA,530,NA
"Q6VMQ6",655,756,1270,0,0,1,NA,NA,NA,101,NA
"Q6VMQ6",817,1057,1270,0,0,1,NA,NA,NA,240,NA
"Q6VMQ6",1108,1165,1270,0,0,1,NA,NA,NA,57,NA
"P08476",178,199,426,0,0,1,NA,NA,NA,21,NA
"P08476",256,310,426,0,0,1,NA,NA,NA,54,NA
"Q92615",1,162,738,1,0,0,-107,55,69,161,14
"Q92615",392,548,738,0,0,1,NA,NA,NA,156,NA
"Q92615",581,738,738,0,1,0,512,55,69,157,14
"Q8WWN9",141,237,437,0,0,1,NA,NA,NA,96,NA
"Q8WWN9",269,342,437,0,0,1,NA,NA,NA,73,NA
"Q8WWN9",404,437,437,0,1,0,262,42,142,33,100
"Q9UIS9",75,131,605,0,0,1,NA,NA,NA,56,NA
"Q9UIS9",264,311,605,0,0,1,NA,NA,NA,47,NA
"Q9UIS9",385,471,605,0,0,1,NA,NA,NA,86,NA
"Q9UIS9",517,605,605,0,1,0,129,330,388,88,58
"Q9Y616",476,497,596,0,0,1,NA,NA,NA,21,NA
"Q9Y616",520,540,596,0,0,1,NA,NA,NA,20,NA
"Q9Y616",558,596,596,0,1,0,439,1,119,38,118
"P47813",1,26,144,1,0,0,-25,1,144,25,143
"P47813",114,144,144,0,1,0,-30,1,144,30,143
"Q68E01",1,37,1043,1,0,0,-36,1,501,36,500
"Q68E01",496,549,1043,0,0,1,NA,NA,NA,53,NA
"Q68E01",975,1043,1043,0,1,0,474,1,501,68,500
"Q9Y2U5",19,49,619,0,0,1,NA,NA,NA,30,NA
"Q9Y2U5",152,261,619,0,0,1,NA,NA,NA,109,NA
"Q9Y2U5",273,356,619,0,0,1,NA,NA,NA,83,NA
"Q96PH1",1,21,765,1,0,0,-2,19,765,20,746
"Q96PH1",120,143,765,0,0,1,NA,NA,NA,23,NA
"Q96PH1",524,551,765,0,0,1,NA,NA,NA,27,NA
"Q5T2W1",346,376,519,0,0,1,NA,NA,NA,30,NA
"Q5T2W1",474,519,519,0,1,0,13,374,461,45,87
"O94906",1,143,941,1,0,0,-142,1,941,142,940
"O94906",156,237,941,0,0,1,NA,NA,NA,81,NA
"P98161",541,566,4303,0,0,1,NA,NA,NA,25,NA
"P98161",615,639,4303,0,0,1,NA,NA,NA,24,NA
"P98161",2092,2112,4303,0,0,1,NA,NA,NA,20,NA
"P98161",2951,2975,4303,0,0,1,NA,NA,NA,24,NA
"P98161",3440,3530,4303,0,0,1,NA,NA,NA,90,NA
"P98161",4149,4208,4303,0,0,1,NA,NA,NA,59,NA
"P98161",4234,4303,4303,0,1,0,65,3049,4169,69,1120
"Q9Y255",179,219,219,0,1,0,6,1,173,40,172
"P55884",1,186,814,1,0,0,-16,170,745,185,575
"Q8IXK2",41,76,581,0,0,1,NA,NA,NA,35,NA
"Q16875",441,520,520,0,1,0,-79,1,520,79,519
"O76093",155,207,207,0,1,0,-35,50,190,52,140
"Q6P1M3",474,500,1020,0,0,1,NA,NA,NA,26,NA
"Q6P1M3",645,695,1020,0,0,1,NA,NA,NA,50,NA
"Q6P1M3",937,1020,1020,0,1,0,-41,12,978,83,966
"Q3KP22",36,153,176,0,0,1,NA,NA,NA,117,NA
"Q5JU85",1,331,1488,1,0,0,398,729,1099,330,370
"Q5JU85",416,748,1488,0,0,1,NA,NA,NA,332,NA
"Q5JU85",1090,1488,1488,0,1,0,-9,729,1099,398,370
"Q13351",1,129,362,1,0,0,-78,51,90,128,39
"Q13351",150,170,362,0,0,1,NA,NA,NA,20,NA
"Q13351",246,292,362,0,0,1,NA,NA,NA,46,NA
"O43525",1,83,872,1,0,0,290,373,409,82,36
"O43525",572,619,872,0,0,1,NA,NA,NA,47,NA
"O43525",715,741,872,0,0,1,NA,NA,NA,26,NA
"O43525",762,872,872,0,1,0,353,373,409,110,36
"Q9Y4Z0",86,139,139,0,1,0,-53,1,139,53,138
"Q6P0N0",1,22,1132,1,0,0,855,877,936,21,59
"Q6P0N0",86,108,1132,0,0,1,NA,NA,NA,22,NA
"Q6P0N0",120,154,1132,0,0,1,NA,NA,NA,34,NA
"Q6P0N0",167,186,1132,0,0,1,NA,NA,NA,19,NA
"Q6P0N0",305,337,1132,0,0,1,NA,NA,NA,32,NA
"Q6P0N0",478,615,1132,0,0,1,NA,NA,NA,137,NA
"Q6P0N0",692,715,1132,0,0,1,NA,NA,NA,23,NA
"Q6P0N0",764,868,1132,0,0,1,NA,NA,NA,104,NA
"Q6P0N0",909,959,1132,0,0,1,NA,NA,NA,50,NA
"Q6P0N0",1003,1029,1132,0,0,1,NA,NA,NA,26,NA
"Q6P0N0",1084,1106,1132,0,0,1,NA,NA,NA,22,NA
"Q86UT6",46,75,975,0,0,1,NA,NA,NA,29,NA
"Q9H0J9",232,269,701,0,0,1,NA,NA,NA,37,NA
"P98088",23,52,5654,0,0,1,NA,NA,NA,29,NA
"P98088",235,255,5654,0,0,1,NA,NA,NA,20,NA
"P98088",1329,1382,5654,0,0,1,NA,NA,NA,53,NA
"P98088",1477,1577,5654,0,0,1,NA,NA,NA,100,NA
"P98088",1685,1736,5654,0,0,1,NA,NA,NA,51,NA
"P98088",1844,1950,5654,0,0,1,NA,NA,NA,106,NA
"P98088",2056,2118,5654,0,0,1,NA,NA,NA,62,NA
"P98088",2217,3218,5654,0,0,1,NA,NA,NA,1001,NA
"P98088",3322,3521,5654,0,0,1,NA,NA,NA,199,NA
"P98088",3621,3954,5654,0,0,1,NA,NA,NA,333,NA
"P98088",4053,4627,5654,0,0,1,NA,NA,NA,574,NA
"P98088",4823,4867,5654,0,0,1,NA,NA,NA,44,NA
"P98088",5096,5139,5654,0,0,1,NA,NA,NA,43,NA
"P98088",5616,5654,5654,0,1,0,1036,4566,4580,38,14
"Q9Y6I3",142,576,576,0,1,0,-2,1,144,434,143
"O00273",298,331,331,0,1,0,-33,225,331,33,106
"P08631",1,24,526,1,0,0,37,61,526,23,465
"P08631",36,75,526,0,0,1,NA,NA,NA,39,NA
"Q86V97",1,29,674,1,0,0,634,663,673,28,10
"Q86V97",312,333,674,0,0,1,NA,NA,NA,21,NA
"Q86V97",629,674,674,0,1,0,-44,663,673,45,10
"Q12988",48,68,150,0,0,1,NA,NA,NA,20,NA
"P11169",468,496,496,0,1,0,-28,1,496,28,495
"Q13261",97,203,267,0,0,1,NA,NA,NA,106,NA
"O95198",1,32,593,1,0,0,262,294,591,31,297
"Q96L34",1,39,752,1,0,0,5,44,370,38,326
"Q96L34",368,647,752,0,0,1,NA,NA,NA,279,NA
"Q96RI1",228,258,486,0,0,1,NA,NA,NA,30,NA
"Q9HBI1",1,81,364,1,0,0,154,235,364,80,129
"Q6IN85",672,833,833,0,1,0,555,1,117,161,116
"P59044",156,190,892,0,0,1,NA,NA,NA,34,NA
"P59044",582,616,892,0,0,1,NA,NA,NA,34,NA
"P59044",684,710,892,0,0,1,NA,NA,NA,26,NA
"Q68D85",393,454,454,0,1,0,131,25,262,61,237
"Q9BZ23",34,207,570,0,0,1,NA,NA,NA,173,NA
"Q99801",1,132,234,1,0,0,0,132,189,131,57
"O75747",1,22,1445,1,0,0,1176,1198,1307,21,109
"O75747",107,137,1445,0,0,1,NA,NA,NA,30,NA
"O75747",168,197,1445,0,0,1,NA,NA,NA,29,NA
"O43432",1,40,1585,1,0,0,705,745,1003,39,258
"O43432",62,253,1585,0,0,1,NA,NA,NA,191,NA
"O43432",305,335,1585,0,0,1,NA,NA,NA,30,NA
"O43432",400,440,1585,0,0,1,NA,NA,NA,40,NA
"O43432",480,621,1585,0,0,1,NA,NA,NA,141,NA
"O43432",657,715,1585,0,0,1,NA,NA,NA,58,NA
"O43432",727,751,1585,0,0,1,NA,NA,NA,24,NA
"O43432",860,884,1585,0,0,1,NA,NA,NA,24,NA
"O43432",1002,1222,1585,0,0,1,NA,NA,NA,220,NA
"O15503",46,78,277,0,0,1,NA,NA,NA,32,NA
"P13232",124,144,177,0,0,1,NA,NA,NA,20,NA
"Q719H9",1,25,257,1,0,0,4,29,132,24,103
"O43187",104,182,625,0,0,1,NA,NA,NA,78,NA
"O43187",505,545,625,0,0,1,NA,NA,NA,40,NA
"Q9NTI5",1094,1447,1447,0,1,0,-26,21,1120,353,1099
"P48735",14,40,452,0,0,1,NA,NA,NA,26,NA
"P60842",1,23,406,1,0,0,-22,1,406,22,405
"Q2TBA0",262,297,621,0,0,1,NA,NA,NA,35,NA
"Q5TCX8",1,38,1036,1,0,0,77,115,451,37,336
"Q5TCX8",488,571,1036,0,0,1,NA,NA,NA,83,NA
"Q5TCX8",585,621,1036,0,0,1,NA,NA,NA,36,NA
"Q5TCX8",639,720,1036,0,0,1,NA,NA,NA,81,NA
"Q5TCX8",741,800,1036,0,0,1,NA,NA,NA,59,NA
"Q5TCX8",836,858,1036,0,0,1,NA,NA,NA,22,NA
"Q5TCX8",881,958,1036,0,0,1,NA,NA,NA,77,NA
"Q5TCX8",989,1036,1036,0,1,0,538,115,451,47,336
"P46199",158,178,727,0,0,1,NA,NA,NA,20,NA
"Q9P0L2",1,55,795,1,0,0,-10,45,795,54,750
"Q9P0L2",372,501,795,0,0,1,NA,NA,NA,129,NA
"Q9P0L2",518,716,795,0,0,1,NA,NA,NA,198,NA
"Q7KZI7",1,50,788,1,0,0,-11,39,364,49,325
"Q7KZI7",370,635,788,0,0,1,NA,NA,NA,265,NA
"Q7KZI7",653,687,788,0,0,1,NA,NA,NA,34,NA
"Q92826",19,71,284,0,0,1,NA,NA,NA,52,NA
"Q92826",195,217,284,0,0,1,NA,NA,NA,22,NA
"Q15691",140,193,268,0,0,1,NA,NA,NA,53,NA
"O60307",1,66,1309,1,0,0,115,181,281,65,100
"O60307",86,164,1309,0,0,1,NA,NA,NA,78,NA
"O60307",334,363,1309,0,0,1,NA,NA,NA,29,NA
"O60307",660,954,1309,0,0,1,NA,NA,NA,294,NA
"O60307",1035,1309,1309,0,1,0,-5,948,1040,274,92
"Q96EH3",58,90,234,0,0,1,NA,NA,NA,32,NA
"Q15223",381,517,517,0,1,0,36,30,345,136,315
"Q9UGN5",1,78,583,1,0,0,-77,1,218,77,217
"Q9UGN5",207,231,583,0,0,1,NA,NA,NA,24,NA
"Q9BRX2",1,20,385,1,0,0,-19,1,385,19,384
"P51513",1,46,507,1,0,0,3,49,246,45,197
"P51513",127,175,507,0,0,1,NA,NA,NA,48,NA
"P55055",1,82,460,1,0,0,-10,72,460,81,388
"P55055",153,220,460,0,0,1,NA,NA,NA,67,NA
"P55055",241,263,460,0,0,1,NA,NA,NA,22,NA
"Q92620",1,323,1227,1,0,0,-322,1,1227,322,1226
"Q92620",351,382,1227,0,0,1,NA,NA,NA,31,NA
"Q92620",444,497,1227,0,0,1,NA,NA,NA,53,NA
"Q92620",1154,1227,1227,0,1,0,-73,1,1227,73,1226
"Q96PU5",152,505,975,0,0,1,NA,NA,NA,353,NA
"Q8IXQ6",829,854,854,0,1,0,336,310,493,25,183
"O60508",1,50,579,1,0,0,-49,1,579,49,578
"O60508",163,239,579,0,0,1,NA,NA,NA,76,NA
"Q8TD19",1,47,979,1,0,0,893,940,950,46,10
"Q8TD19",316,336,979,0,0,1,NA,NA,NA,20,NA
"Q8TD19",731,880,979,0,0,1,NA,NA,NA,149,NA
"Q8TD19",933,979,979,0,1,0,-17,940,950,46,10
